2019.1.00195.L,858012,253.417041666667,-42.3046222222222,16h53m40.09s,-42d18m16.6s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,858727,255.366166666667,-43.1819055555556,17h01m27.88s,-43d10m54.9s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,860816,255.07075,-42.2948,17h00m16.98s,-42d17m41.3s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,861762,255.985125,-42.4909027777778,17h03m56.43s,-42d29m27.3s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,862128,255.129583333333,-41.8951944444444,17h00m31.10s,-41d53m42.7s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,864399,256.409875,-41.8981361111111,17h05m38.37s,-41d53m53.3s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,865468,256.296333333333,-41.4849083333333,17h05m11.12s,-41d29m05.7s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,866226,255.106666666667,-40.5680083333333,17h00m25.60s,-40d34m04.8s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,867071,255.258958333333,-40.4620666666667,17h01m02.15s,-40d27m43.4s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,880433,259.794416666667,-39.0062916666667,17h19m10.66s,-39d00m22.7s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,881240,260.013125,-38.9756388888889,17h20m03.15s,-38d58m32.3s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,881427,260.031458333333,-38.9547666666667,17h20m07.55s,-38d57m17.2s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,881644,260.08125,-38.9471055555556,17h20m19.50s,-38d56m49.6s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,886383,260.815375,-38.0364166666667,17h23m15.69s,-38d02m11.1s,0,0,-16.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G010.3208-00.1570B,272.256166666667,-20.0855555555556,18h09m01.48s,-20d05m08.0s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G010.8856+00.1221,272.28325,-19.4566666666667,18h09m07.98s,-19d27m24.0s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G012.7879-00.1786,273.527625,-17.9350833333333,18h14m06.63s,-17d56m06.3s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G012.8909+00.4938C,272.964333333333,-17.5250277777778,18h11m51.44s,-17d31m30.1s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G013.6562-00.5997,274.351583333333,-17.3707777777778,18h17m24.38s,-17d22m14.8s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G014.6087+00.0127,274.261291666667,-16.2411111111111,18h17m02.71s,-16d14m28.0s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G014.9958-00.6732,275.081125,-16.2249444444444,18h20m19.47s,-16d13m29.8s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G015.1288-00.6717,275.144166666667,-16.1078333333333,18h20m34.60s,-16d06m28.2s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G016.9270+00.9599,274.535916666667,-13.7519444444444,18h18m08.62s,-13d45m07.0s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G017.6380+00.1566,275.609875,-13.5033333333333,18h22m26.37s,-13d30m12.0s,0,0,39.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G018.3706-00.3818,276.4515,-13.1081111111111,18h25m48.36s,-13d06m29.2s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G019.8922+00.1023,276.739041666667,-11.536,18h26m57.37s,-11d32m09.6s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G019.9224-00.2577,277.079,-11.6768611111111,18h28m18.96s,-11d40m36.7s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G019.9386-00.2079,277.041791666667,-11.6393888888889,18h28m10.03s,-11d38m21.8s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G023.3891+00.1851,278.309666666667,-8.39927777777778,18h33m14.32s,-8d23m57.4s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G023.6566-00.1273,278.714833333333,-8.306,18h34m51.56s,-8d18m21.6s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G023.8176+00.3841,278.331416666667,-7.92716666666667,18h33m19.54s,-7d55m37.8s,0,0,64.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G024.6343-00.3233,279.3445,-7.52819444444445,18h37m22.68s,-7d31m41.5s,0,0,75.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G025.6498+01.0491,278.587041666667,-5.99513888888889,18h34m20.89s,-5d59m42.5s,0,0,75.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G027.7954-00.2772,280.759375,-4.69688888888889,18h43m02.25s,-4d41m48.8s,0,0,75.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G028.3271+00.1617,280.611958333333,-4.02452777777778,18h42m26.87s,-4d01m28.3s,0,0,75.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G032.0518-00.0902,282.538541666667,-0.82475,18h50m09.25s,-0d49m29.1s,0,0,75.2,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G221.9605-01.9926,105.21225,-8.94169444444444,7h00m50.94s,-8d56m30.1s,0,0,15.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G231.7986-01.9682,109.899708333333,-17.655,7h19m35.93s,-17d39m18.0s,0,0,42.5,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G232.0766-02.2767,109.749625,-18.0448888888889,7h18m59.91s,-18d02m41.6s,0,0,42.5,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G233.8306-00.1803,112.569666666667,-18.5969722222222,7h30m16.72s,-18d35m49.1s,0,0,42.5,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G268.3957-00.4842,135.8545,-47.4743055555556,9h03m25.08s,-47d28m27.5s,0,0,9.5,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G282.2988-00.7769,152.501333333333,-57.0353611111111,10h10m00.32s,-57d02m07.3s,0,0,3.7,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G286.2086+00.1694,159.63625,-58.3206388888889,10h38m32.70s,-58d19m14.3s,0,0,-17.3,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G287.4929-00.5691,161.142083333333,-59.5844444444444,10h44m34.10s,-59d35m04.0s,0,0,-17.3,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G293.5607-00.6703,172.530666666667,-62.0535555555555,11h30m07.36s,-62d03m12.8s,0,0,-17.3,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G294.5117-01.6205,173.883875,-63.245,11h35m32.13s,-63d14m42.0s,0,0,-17.3,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G300.3412-00.2190,187.148916666667,-62.9765,12h28m35.74s,-62d58m35.4s,0,0,-37.15,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G301.8147+00.7808A,190.474416666667,-62.0707222222222,12h41m53.86s,-62d04m14.6s,0,0,-37.15,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G304.8872+00.6356,197.050541666667,-62.1728611111111,13h08m12.13s,-62d10m22.3s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G305.1940-00.0051,197.810166666667,-62.7904166666667,13h11m14.44s,-62d47m25.5s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G305.2017+00.2072A,197.793541666667,-62.5773888888889,13h11m10.45s,-62d34m38.6s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G305.5393+00.3394,198.498166666667,-62.4187777777778,13h13m59.56s,-62d25m07.6s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G309.9796+00.5496,207.761333333333,-61.5039166666667,13h51m02.72s,-61d30m14.1s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G310.0135+00.3892,207.907708333333,-61.6520833333333,13h51m37.85s,-61d39m07.5s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G311.4402+00.4243,210.779333333333,-61.25775,14h03m07.04s,-61d15m27.9s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G311.5131-00.4532,211.440958333333,-62.0803055555555,14h05m45.83s,-62d04m49.1s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G311.5671+00.3189,211.092541666667,-61.3242777777778,14h04m22.21s,-61d19m27.4s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G314.3197+00.1125,216.6095,-60.6420833333333,14h26m26.28s,-60d38m31.5s,0,0,-45.8,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G316.5871-00.8086,221.596833333333,-60.5963888888889,14h46m23.24s,-60d35m47.0s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G316.6412-00.0867,221.076333333333,-59.9196666666667,14h44m18.32s,-59d55m10.8s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G318.0489+00.0854B,223.426375,-59.1478611111111,14h53m42.33s,-59d08m52.3s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G318.9480-00.1969A,225.230458333333,-58.9812777777778,15h00m55.31s,-58d58m52.6s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G320.1542+00.7976,226.321916666667,-57.5277777777778,15h05m17.26s,-57d31m40.0s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G322.1729+00.6442,229.659541666667,-56.62525,15h18m38.29s,-56d37m30.9s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G323.7399-00.2617B,232.941,-56.5141111111111,15h31m45.84s,-56d30m50.8s,0,0,-41.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.3,30,1,0,0,DOUBLE,217.889333199791,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
